entity,cusip,cik,date,tickercusip,nameOfIssuer,shares,value
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",464288505,1748766,6/30/2020,JKJ,ISHARES TR,10014,1516000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",72200W106,1748766,12/31/2019,PML,PIMCO MUN INCOME FD II,756,12000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",92189F528,1748766,6/30/2020,SMB,VANECK VECTORS ETF TR,2045,37000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",46429B747,1748766,6/30/2020,STIP,ISHARES TR,153,16000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",92206C714,1748766,6/30/2020,VONV,VANGUARD SCOTTSDALE FDS,16093,1591000
"0001698750    TFO-TDC, LLC
Name: entity, dtype: object",92206C664,1698750,6/30/2020,VTWO,Vanguard Russell 2000 ETF,61,7000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",125581801,1558481,6/30/2020,CIT,CIT GROUP INC,22191,460000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",03062T105,1694461,6/30/2020,CRMT,AMERICAS CAR MART INC COM,6,0
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",46435U549,1694461,6/30/2020,EAGG,iShares ESG U.S. Aggregate Bond ETF,253,14000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",33939L688,1694461,6/30/2020,ESGG,Flexshares Stoxx Global ESG Impact ETF,96,9000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",92189F304,1694461,6/30/2020,EVX,VanEck Vectors Environmental Services ETF,219,20000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",381430479,1694461,6/30/2020,GIGB,Goldman Sachs Access Investment Grade Coroporate Bond ETF,172075,9481000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",92189F171,1694461,6/30/2020,GRNB,VanEck Vectors Green Bond ETF,525,14000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",41653L305,1694461,6/30/2020,HTRB,Hartford Total Return Bond,461,19000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",461730509,1694461,3/31/2020,IRET,INVESTORS REAL ESTATE TRUST SH BEN INT,2,0
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",37954Y731,1694461,6/30/2020,KRMA,Global Conscious Companies ETF,901,19000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",Y2106R110,1694461,6/30/2020,LPG,DORIAN LPG LTD SHS USD,22,0
"0001633862    Lincoln Capital LLC
Name: entity, dtype: object",7.55E+105,1633862,6/30/2020,None,RAYTHEON TECHNOLOGIES CORP COM,43535,2683000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",65341D102,1722641,6/30/2020,NXRT,NEXPOINT RESIDENTIAL TR INC COM,126,4000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",74347G309,1583751,6/30/2020,SDOW,PROSHARES TR,30,1000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",92647N667,1694461,6/30/2020,VSDA,VictoryShares Dividend Accelerator,178678,5916000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",L0223L101,1583751,6/30/2020,ARD,ARDAGH GROUP S A,32,0
"0001698750    TFO-TDC, LLC
Name: entity, dtype: object",00214Q302,1698750,6/30/2020,ARKG,ARK Genomic Revolution ETF,175,9000
"0001698750    TFO-TDC, LLC
Name: entity, dtype: object",G0684D107,1698750,6/30/2020,ATH,ATHENE HLDG LTD CL A,405,13000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",G0750W203,1583751,3/31/2020,AXGT,AXOVANT GENE THERAPIES LTD,4000,10000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",08579W103,1558481,6/30/2020,BERY,BERRY GLOBAL GROUP INC,29884,1324000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",09354A100,1583751,6/30/2020,BLNK,BLINK CHARGING CO,400,2000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",09249W101,1583751,3/31/2020,BLW,BLACKROCK LTD DURATION INC T,449,6000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",79823100,1583751,3/31/2020,BRBR,BELLRING BRANDS INC,108,2000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",15911M107,1583751,3/31/2020,CYOU,CHANGYOU COM LTD,1100,12000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",384313508,1558481,6/30/2020,EAF,GRAFTECH INTERNATIONAL LTD,18210,145000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",29382R107,1583751,3/31/2020,EVC,ENTRAVISION COMMUNICATIONS C,230,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",32051X108,1558481,6/30/2020,FHB,FIRST HAWAIIAN INC,29326,506000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",M51474118,1722641,6/30/2020,GILT,GILAT SATELLITE NETWORKS LTD SHS NEW,1256,8000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",G9456A100,1722641,6/30/2020,GLNG,GOLAR LNG LTD SHS ISIN BMG9456A1009,10800,78000
"0000913760    StoneX Group Inc.
Name: entity, dtype: object",372446104,913760,6/30/2020,GNPX,GENPREX INC,35150,110000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",896749108,1583751,3/31/2020,GTS,TRIPLE-S MGMT CORP,25,0
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",N44821101,1583751,6/30/2020,IFRX,INFLARX NV,800,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",Y41053102,1767045,6/30/2020,INSW,INTERNATIONAL SEAWAYS INC COM,270,4000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",464289438,1583751,3/31/2020,IWY,ISHARES TR,7950,669000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",00214Q609,1583751,3/31/2020,IZRL,ARK ETF TR,2515,44000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",50181P100,1583751,6/30/2020,LCNB,LCNB CORP,150,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78468R804,1722641,3/31/2020,LGLV,SPDR SSGA US LARGE CAP LOW VOLATILITY INDEX ETF,34,3000
"0001631507    Leisure Capital Management
Name: entity, dtype: object",552727109,1631507,6/30/2020,MCR,MFS CHARTER INCOME TR,15000,119000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",09254P108,1525212,6/30/2020,MFL,BLACKROCK MUNIHLDS INVSTM QL,31355,405000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",95766M105,1583751,3/31/2020,MMU,WESTERN ASSET MANAGED MUNS F,276,3000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",586858102,1583751,6/30/2020,MNLO,MENLO THERAPEUTICS INC,11221,19000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",598511103,1583751,6/30/2020,MOFG,MIDWESTONE FINL GROUP INC NE,144,3000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",09253P109,1583751,3/31/2020,MUH,BLACKROCK MUNIHOLDINGS FD II,395,5000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",09253X102,1583751,3/31/2020,MUI,BLACKROCK MUNI INTER DR FD I,242,3000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",09253W104,1583751,3/31/2020,MYD,BLACKROCK MUNIYIELD FD INC,409,5000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",67066V101,1525212,6/30/2020,NAD,NUVEEN QUALITY MUNCP INCOME,123486,1731000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",G6375R107,1583751,3/31/2020,NESR,NATIONAL ENERGY SERVICES REU,62,0
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",29670G102,1537014,6/30/2020,None,ESSENTIAL UTILS INC,32817,1386000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45687V106,1537014,6/30/2020,None,INGERSOLL RAND INC,26057,733000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",69047Q102,1558481,6/30/2020,None,OVINTIV INC,58644,560000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",71363P106,1558481,6/30/2020,None,PERDOCEO EDUCATION CORP,15834,252000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",74017N105,1558481,6/30/2020,None,PRECIGEN INC,14672,73000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",81720R208,1722641,6/30/2020,None,SENESTECH INC COM NEW,890,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",89620X506,1767045,6/30/2020,None,TRILLIUM THERAPEUTICS INC COM NEW,1500,12000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",98585K862,1583751,6/30/2020,None,YIELD10 BIOSCIENCE INC,3,0
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",G8994E103,1537014,6/30/2020,None,TRANE TECHNOLOGIES PLC,24,2000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",64157F103,1558481,6/30/2020,NVRO,NEVRO CORP,6823,815000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",29415F104,1558481,6/30/2020,NVST,ENVISTA HOLDINGS CORP,35932,758000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",70387R122,1583751,6/30/2020,PAVMZ,PAVMED INC,800,1000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",709789101,1583751,3/31/2020,PEBO,PEOPLES BANCORP INC,111,2000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",700666100,1583751,6/30/2020,PKOH,PARK OHIO HLDGS CORP,91,2000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",03272L108,1558481,6/30/2020,PLAN,ANAPLAN INC,24126,1093000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",72200X104,1583751,3/31/2020,RCS,PIMCO STRATEGIC INCOME FD,800,5000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",80283M101,1767045,6/30/2020,SC,SANTANDER CONSUMER USA HDG INC COM,591,11000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",816212104,1722641,6/30/2020,SELB,SELECTA BIOSCIENCES INC COM,350,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74347B425,1722641,6/30/2020,SH,PROSHARES TR SHORT S&P 500 PROSHARES,200,4000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",78468R887,1583751,3/31/2020,SMLV,SPDR SER TR,2733,181000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",92766K106,1558481,6/30/2020,SPCE,VIRGIN GALACTIC HOLDINGS INC,14193,232000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",74347G408,1583751,6/30/2020,SQQQ,PROSHARES TR,80,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",83417Q105,1558481,6/30/2020,SWI,SOLARWINDS CORP,14055,248000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",46132H106,1583751,3/31/2020,VCV,INVESCO CALIF VALUE MUN INCO,8032,91000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",960413102,1558481,6/30/2020,WLK,WESTLAKE CHEMICAL CORP,8645,464000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",95790D105,1558481,3/31/2020,WMC,WESTERN ASSET MORTGAGE CAPIT,12470,29000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",Y0436Q109,1767045,6/30/2020,None,ATLAS CORP SHS,104,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",00653A107,1767045,6/30/2020,ADAP,ADAPTIMMUNE THERAPEUTICS PLC SPONDS ADR,4058,41000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",02607T109,1558481,6/30/2020,AFIN,AMERICAN FINANCE TRUST INC,24097,191000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",02208R106,1558481,6/30/2020,AIMC,ALTRA INDUSTRIAL MOTION CORP,14574,464000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",01883M101,1767045,3/31/2020,AIO,ALLIANZGI ARTIFICIAL INTELLIG COM,500,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",M0854Q105,1767045,3/31/2020,ALLT,ALLOT LTD SHS,105,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",03763A207,1767045,6/30/2020,AMEH,APOLLO MED HLDGS INC COM NEW,18,0
"0001391974    GSI Capital Advisors LLC
Name: entity, dtype: object",02665T306,1391974,6/30/2020,AMH,AMERICAN HOMES 4 RENT,114000,3067000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",15857105,1722641,6/30/2020,AQN,ALGONQUIN PWR UTILS CORP COM,640,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",Y0207T100,1767045,6/30/2020,ASC,ARDMORE SHIPPING CORP COM,155,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",03676C100,1722641,6/30/2020,ATEX,ANTERIX INC COM,90,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",05280R100,1767045,6/30/2020,AUTL,AUTOLUS THERAPEUTICS PLC SPON ADS,495,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",05367P100,1767045,3/31/2020,AVID,AVID TECHNOLOGY INC COM,149,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",05455M100,1767045,6/30/2020,AVRO,AVROBIO INC COM,64,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",09058V103,1558481,6/30/2020,BCRX,BIOCRYST PHARMACEUTICALS INC,34772,166000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",90040106,1537014,6/30/2020,BILI,BILIBILI INC,181500,8407000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",05591B109,1558481,6/30/2020,BMCH,BMC STOCK HOLDINGS INC,14313,360000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",63425102,1767045,6/30/2020,BMRC,BANK OF MARIN BANCORP COM,164,5000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",08180D106,1767045,3/31/2020,BNFT,BENEFITFOCUS INC COM,46,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",05561Q201,1558481,6/30/2020,BOKF,BOK FINANCIAL CORPORATION,7169,405000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",224122101,1767045,3/31/2020,BREW,CRAFT BREW ALLIANCE INC COM,64,1000
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",11135B100,1576654,6/30/2020,BRMK,BROADMARK RLTY CAP INC,20748,198000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",05969B103,1767045,6/30/2020,BSMX,BANCO SANTANDER MEXICO SA SPONSORED ADS B,748,3000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",704551100,1558481,6/30/2020,BTU,PEABODY ENERGY CORP,15343,44000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",16150R104,1767045,6/30/2020,CCF,CHASE CORP COM,62,6000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",15136A102,1525212,6/30/2020,CDEV,CENTENNIAL RESOURCE DEV INC,27050,24000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",16937R104,1767045,6/30/2020,CEA,CHINA EASTN AIRLS LTD SPON ADR CL H,1360,25000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",197641103,1558481,6/30/2020,CLBK,COLUMBIA FINANCIAL INC,11555,161000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",Y1771G102,1767045,6/30/2020,CMRE,COSTAMARE INC SHS,1380,8000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",03064D108,1558481,6/30/2020,COLD,AMERICOLD REALTY TRUST,45203,1641000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",20337X109,1558481,6/30/2020,COMM,COMMSCOPE HOLDING CO INC,43932,366000
"0001739594    Altium Wealth Management LLC
Name: entity, dtype: object",226718104,1739594,6/30/2020,CRTO,CRITEO S A,39887,454000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",21718L102,1767045,6/30/2020,CTK,COOTEK CAYMAN INC SPONSORED ADS,168,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",23283X206,1767045,6/30/2020,CTSO,CYTOSORBENTS CORP COM NEW,125,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",150837607,1767045,3/31/2020,CVM,CEL SCI CORP COM PAR NEW,97,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",22284P105,1767045,3/31/2020,CVTI,COVENANT TRANSN GROUP INC CL A,46,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",G2717B108,1558481,6/30/2020,CWK,CUSHMAN & WAKEFIELD PLC,24734,308000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",29260V105,1722641,6/30/2020,DAVA,ENDAVA PLC ADS,95,5000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",24344T101,1537014,6/30/2020,DCPH,DECIPHERA PHARMACEUTICALS IN,12,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",24869P104,1558481,6/30/2020,DENN,DENNY S CORP,12644,128000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",25264R207,1583751,6/30/2020,DHIL,DIAMOND HILL INVESTMENT GROU,4,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",23703Q203,1767045,3/31/2020,DQ,DAQO NEW ENERGY CORP SPNSRD ADR NEW,18,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",268158201,1558481,6/30/2020,DVAX,DYNAVAX TECHNOLOGIES CORP,21570,191000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",2.69E+108,1558481,6/30/2020,EVOP,EVO PAYMENTS INC CLASS A,9309,213000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",30712A103,1767045,6/30/2020,FANH,FANHUA INC SPONSORED ADR,382,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",32026V104,1767045,6/30/2020,FFWM,FIRST FNDTN INC COM,95,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",31810T101,1767045,6/30/2020,FINV,FINVOLUTION GROUP SPONSORED ADS,2446,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",320866106,1767045,6/30/2020,FMBH,FIRST MID BANCSHARES INC COM,298,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",361008105,1767045,6/30/2020,FNKO,FUNKO INC COM CL A,2000,12000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",36118L106,1767045,6/30/2020,FUTU,FUTU HLDGS LTD SPON ADS CL A,831,20000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",39579V100,1767045,6/30/2020,GHG,GREENTREE HOSPITALTY GROUP LTD SPONSORED ADS,779,11000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",390905107,1767045,6/30/2020,GSBC,GREAT SOUTHN BANCORP INC COM,202,8000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",44842L103,1537014,6/30/2020,HCM,HUTCHISON CHINA MEDITECH LTD,35000,965000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",40417F109,1767045,6/30/2020,HFFG,HF FOODS GROUP INC COM,252,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",40522L108,1767045,6/30/2020,HLG,HAILIANG ED GROUP INC SPONSORED ADR,24,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",42727J102,1767045,3/31/2020,HRTG,HERITAGE INS HLDGS INC COM,72,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",426927109,1558481,6/30/2020,HTBK,HERITAGE COMMERCE CORP,13400,101000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",456463108,1767045,6/30/2020,IBA,INDUSTRIAS BACHOCO S A B DE CV SPON ADR B,309,11000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",46146L101,1558481,6/30/2020,ISBC,INVESTORS BANCORP INC,53048,451000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",47759T100,1767045,6/30/2020,JKS,JINKOSOLAR HLDG CO LTD SPONSORED ADR,72,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",483119103,1767045,6/30/2020,KALA,KALA PHARMACEUTICALS INC COM,4256,45000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",191241108,1767045,6/30/2020,KOF,COCA-COLA FEMSA SAB DE CV SPONSORD ADR REP,94,4000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",48716P108,1558481,6/30/2020,KRNY,KEARNY FINANCIAL CORP/MD,18138,148000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",50077B207,1558481,6/30/2020,KTOS,KRATOS DEFENSE & SECURITY,27217,425000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",50127T109,1537014,6/30/2020,KURA,KURA ONCOLOGY INC,239676,3907000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",48273U102,1558481,6/30/2020,LRN,K12 INC,9246,252000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",528877103,1269950,6/30/2020,LX,LEXINFINTECH HLDGS LTD,111500,1186000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",590717104,1767045,6/30/2020,MBLTY,MESOBLAST LTD SPONS ADR,1531,17000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",60786M105,1558481,6/30/2020,MC,MOELIS & CO   CLASS A,11990,374000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",60935Y208,1767045,6/30/2020,MGI,MONEYGRAM INTL INC COM NEW,233697,750000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",559663109,1558481,6/30/2020,MGY,MAGNOLIA OIL & GAS CORP   A,28326,172000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",60040X103,1767045,3/31/2020,MLND,MILLENDO THERAPEUTICS INC COM,6300,33000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",610335101,1767045,6/30/2020,MRCC,MONROE CAP CORP COM,5000,35000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",57667T100,1767045,6/30/2020,MTLS,MATERIALISE NV SPONSORED ADS,191,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",74704P108,1767045,3/31/2020,NEW,PUXIN LTD ADS,976,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",03835T200,1767045,6/30/2020,None,APTOSE BIOSCIENCES INC COM NEW,1000,6000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",20440T300,1767045,3/31/2020,None,COMPANHIA BRASILEIRA DE DISTRB SPONSORED ADR,903,11000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",23753F107,1767045,3/31/2020,None,DASEKE INC COM,187,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",25525P107,1558481,6/30/2020,None,DIVERSIFIED HEALTHCARE TRUST,53659,237000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",292765104,1558481,6/30/2020,None,ENERPAC TOOL GROUP CORP,13554,239000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",41165Y100,1558481,6/30/2020,None,HARBORONE BANCORP INC,11867,101000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",443201108,1537014,6/30/2020,None,HOWMET AEROSPACE INC,33235,527000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",45258J102,1537014,6/30/2020,None,IMMUNOVANT INC,140000,3409000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",52603A208,1558481,6/30/2020,None,LENDINGCLUB CORP,14048,64000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",63884N108,1767045,6/30/2020,None,NATURA &CO HLDG S A ADS,558,8000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",68269G107,1558481,6/30/2020,None,1LIFE HEALTHCARE INC,5692,207000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",74167P108,1767045,6/30/2020,None,PRIMO WATER CORPORATION COM,62,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",82575P107,1767045,3/31/2020,None,SIBANYE STILLWATER LTD SPONSORED ADR,2045,10000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",G0403H108,1645382,6/30/2020,None,AON PLC,3444,663000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",64051T100,1558481,6/30/2020,NPTN,NEOPHOTONICS CORP,10429,93000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",675234108,1558481,6/30/2020,OCFC,OCEANFIRST FINANCIAL CORP,12929,228000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",L72967109,1558481,6/30/2020,OEC,ORION ENGINEERED CARBONS SA,13766,146000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",682095104,1767045,6/30/2020,OFLX,OMEGA FLEX INC COM,70,7000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",74347Y805,1767045,3/31/2020,OILD,PROSHARES ULTRAPRO 3X SHORT CRUDE OIL ETF,1200,54000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",682406103,1767045,6/30/2020,OLP,ONE LIBERTY PPTYS INC COM,55,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",68276W103,1767045,6/30/2020,ONE,ONESMART INTL ED GROUP LTD SPONSORED ADS,780,3000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",68373M107,1767045,6/30/2020,OPRA,OPERA LTD SPONSORED ADS,888,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",69121K104,1767045,6/30/2020,ORCC,OWL ROCK CAPITAL CORPORATION COM,32586,402000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",P73684113,1558481,6/30/2020,OSW,ONESPAWORLD HOLDINGS LTD,11036,53000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",690469101,1767045,6/30/2020,OVID,OVID THERAPEUTICS INC COM,2000,15000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",69323T101,1767045,3/31/2020,PCM,PCM FD INC COM,0,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",72200U100,1767045,3/31/2020,PCN,PIMCO CORPORATE & INCOME STRAT COM,0,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",74348T102,1767045,6/30/2020,PSEC,PROSPECT CAPITAL CORPORATION ,1701,9000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",7.44E+106,1767045,6/30/2020,PTGX,PROTAGONIST THERAPEUTICS INC COM,200,4000
